UserID,Username,FirstName,LastName,Email,Address,City,State,ZipCode,Country,RegistrationDate,Age,Gender,Phone,PurchaseID,ProductName,Category,Price,Quantity,TotalAmount,PurchaseDate,PaymentMethod,Status
3,olivia_robinson_806,Olivia,,olivia_robinson_806@example.com,7019 Main St,Chicago,CA,72162,France,2020-03-13,22.0,Other,(734)349-8285,19.0,Smartphone,Electronics,217.49,5.0,1087.45,2021-09-30,Credit Card,Refunded
4,noah_clark_204,Noah,Clark,noah_clark_204@example.com,,Phoenix,PA,71165,France,2023-07-22,44.0,M,(477)251-1558,20.0,Shoes,Clothing,327.71,4.0,1310.84,2024-11-05,Debit Card,Refunded
4,noah_clark_204,Noah,Clark,noah_clark_204@example.com,4360 Main St,Phoenix,PA,115,France,2023-07-22,44.0,M,(477)251-1558,21.0,Building Blocks,Toys,299.36,5.0,1496.8,2025-04-28,Debit Card,Pending
4,noah_clark_204,Noah,Clark,noah_clark_204@example.com,4360 Main St,Phoenix,PA,71165,France,2023-07-22,-44.0,M,(477)251-1558,22.0,Board Game,Toys,316.56,1.0,316.56,2023-09-09,Cash on Delivery,Refunded
4,noah_clark_204,Noah,Clark,noah_clark_204@example.com,4360 Main St,Phoenix,PA,71165,,2023-07-22,44.0,M,(477)251-1558,23.0,Bed,Home,423.96,1.0,423.96,2024-11-01,Debit Card,Refunded
4,noah_clark_204,,Clark,noah_clark_204@example.com,4360 Main St,Phoenix,PA,71165,France,2023-07-22,44.0,,(477)251-1558,24.0,Sci-Fi,Books,264.48,4.0,1057.92,2025-01-12,PayPal,Refunded
4,noah_clark_204,Noah,Clark,noah_clark_204@example.com,4360 Main St,Phoenix,PA,71165,France,2023-07-22,44.0,M,(477)251-1558,25.0,Pants,Clothing,496.2,,2481.0,2025-07-12,Bank Transfer,Pending
4,noah_clark_204,Noah,Clark,noah_clark_204@example.com,4360 Main St,Phoenix,,71165,France,2023-07-22,44.0,M,(477)251-1558,26.0,Doll,Toys,488.06,5.0,,2025-01-22,Cash on Delivery,Cancelled
5,,Katie,Anderson,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,89027,Germany,2021-06-16,18.0,Other,(803)450-7154,27.0,Building Blocks,Toys,138.08,4.0,552.32,2022-07-01,Bank Transfer,Cancelled
5,katie_anderson_283,Katie,,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,89027,Germany,2021-06-16,18.0,Other,(803)450-7154,28.0,Chair,Home,27.5,2.0,55.0,2021-09-24,Debit Card,Pending
5,katie_anderson_283,Katie,Anderson,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,89027,Germany,2021-06-16,18.0,Other,(803)450-7154,29.0,Tablet,Electronics,146.61,3.0,439.83,2021-11-14,Bank Transfer,Refunded
5,katie_anderson_283,Katie,Anderson,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,969,Germany,2021-06-16,18.0,,(803)450-7154,30.0,Table,Home,141.5,2.0,283.0,2023-03-29,Credit Card,Refunded
5,katie_anderson_283,Katie,Anderson,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,89027,Germany,2021-06-16,18.0,Other,(803)450-7154,31.0,Novel,Books,236.14,5.0,1180.7,2022-04-20,Credit Card,
5,katie_anderson_283,Katie,Anderson,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,89027,Germany,2021-06-16,18.0,Other,(803)450-7154,32.0,Tablet,Electronics,485.07,1.0,485.07,2022-10-09,Debit Card,Completed
5,katie_anderson_283,Katie,Anderson,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,89027,Germany,2021-06-16,18.0,Other,(803)450-7154,33.0,Laptop,Electronics,343.0,1.0,343.0,2022-02-07,Credit Card,Pending
5,katie_anderson_283,Katie,Anderson,katie_anderson_283@example.com,8613 Main St,Phoenix,TX,948,Germany,2021-06-16,18.0,Other,(803)450-7154,34.0,Table,Home,46.71,5.0,233.55,2021-09-18,Credit Card,Completed
6,ivy_doe_634,Ivy,Doe,ivy_doe_634@example.com,7082 Main St,Houston,IL,40998,USA,2023-06-19,45.0,M,(557)840-9486,35.0,Textbook,Books,384.79,5.0,1923.95,2025-02-07,PayPal,Cancelled
6,ivy_doe_634,Ivy,Doe,ivy_doe_634@example.com,7082 Main St,Houston,IL,40998,USA,2023-06-19,45.0,,(557)840-9486,36.0,Shirt,Clothing,474.46,4.0,1897.84,2024-01-11,Bank Transfer,Refunded
6,ivy_doe_634,Ivy,Doe,invalid_email,7082 Main St,Houston,IL,40998,USA,2023-06-19,45.0,M,(557)840-9486,37.0,Shoes,Clothing,334.48,4.0,1337.92,2025-05-04,PayPal,Pending
6,ivy_doe_634,Ivy123,Doe,ivy_doe_634@example.com,7082 Main St,Houston,IL,40998,USA,2023-06-19,45.0,M,,38.0,,Home,363.13,1.0,363.13,2024-01-16,Cash on Delivery,Pending
7,quinn_garcia_659,,Garcia,quinn_garcia_659@example.com,1057 Main St,Charlotte,TX,74349,USA,2022-06-27,38.0,F,(661)516-1572,39.0,Mystery,Books,499.02,1.0,499.02,2022-11-09,Credit Card,Pending
7,,Quinn,Garcia,quinn_garcia_659@example.com,1057 Main St,Charlotte,TX,74349,USA,2022-06-27,38.0,F,(661)516-1572,,Textbook,Books,79.94,1.0,79.94,2022-10-28,Credit Card,Refunded
7,quinn_garcia_659,Quinn,Garcia,quinn_garcia_659@example.com,1057 Main St,Charlotte,TX,74349,USA,2022-06-27,38.0,F,(661)516-1572,41.0,Shoes,Clothing,120.04,5.0,600.2,2022-11-12,Credit Card,Pending
7,quinn_garcia_659,Quinn,Garcia,quinn_garcia_659@example.com,1057 Main St,Charlotte,TX,74349,USA,2022-06-27,38.0,F,,42.0,Tablet,Electronics,118.52,1.0,118.52,2023-10-07,Debit Card,Pending
7,quinn_garcia_659,Quinn!,Garcia,quinn_garcia_659@example.com,1057 Main St,Charlotte,TX,74349,,2022-06-27,38.0,F,(661)516-1572,43.0,Pants,Clothing,141.17,1.0,141.17,2022-12-11,Credit Card,Cancelled
7,quinn_garcia_659,,Garcia,quinn_garcia_659@example.com,1057 Main St,Charlotte,TX,74349,USA,2022-06-27,38.0,F,(661)516-1572,44.0,Smartphone,Electronics,212.43,4.0,849.72,2024-05-15,Cash on Delivery,Cancelled
7,quinn_garcia_659,Quinn,Garcia,quinn_garcia_659@example.com,1057 Main St,,TX,74349,USA,2022-06-27,38.0,F,(661)516-1572,45.0,Biography,Books,349.99,5.0,1749.95,2022-07-16,Cash on Delivery,Completed
7,quinn_garcia_659,Quinn,Garcia,quinn_garcia_659@example.com,1057 Main St,Charlotte,TX,879,USA,2022-06-27,38.0,F,(661)516-1572,46.0,Table,Home,84.91,2.0,169.82,2023-07-21,Cash on Delivery,Completed
8,paul_white_307,Paul,White,paul_white_307@example.com,1436 Main St,San Antonio,NY,56788,Canada,2022-12-21,58.0,F,(235)816-1152,,,,,,,,,
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,12003,Germany,2020-08-21,54.0,Other,(393)102-7903,47.0,Biography,Books,48.98,3.0,146.94,2021-12-16,Credit Card,Refunded
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,12003,Germany,2020-08-21,54.0,Other,,48.0,Table,Home,404.37,1.0,404.37,2021-07-16,,Cancelled
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,815,Germany,2020-08-21,54.0,Other,(393)102-7903,49.0,Board Game,Toys,293.48,4.0,1173.92,2022-03-11,Cash on Delivery,Completed
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,,Germany,2020-08-21,54.0,Other,(393)102-7903,50.0,Sci-Fi,Books,49.75,5.0,248.75,2022-05-26,Debit Card,Refunded
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,12003,Germany,2020-08-21,,Other,(393)102-7903,51.0,Mystery,Books,71.77,4.0,287.08,2021-12-10,Bank Transfer,Refunded
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,12003,Germany,2020-08-21,54.0,Other,(393)102-7903,52.0,Sci-Fi,Books,444.96,,1779.84,2020-12-19,Credit Card,Refunded
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,,Germany,2020-08-21,54.0,Other,(393)102-7903,53.0,Lamp,Home,376.89,4.0,1507.56,2022-02-11,Cash on Delivery,Completed
9,noah_harris_350,Noah,Harris,noah_harris_350@example.com,7527 Main St,New York,TX,12003,Germany,2020-08-21,54.0,Other,(393)102-7903,54.0,Sci-Fi,Books,215.73,1.0,215.73,2020-10-28,Cash on Delivery,Refunded
10,leo_white_84,Leo,White,leo_white_84@example.com,5843 Main St,Dallas,TX,74711,Canada,2023-07-15,46.0,M,(179)254-4929,55.0,Mystery,Books,435.6,1.0,435.6,2023-09-12,Bank Transfer,Pending
10,leo_white_84,Leo,White,leo_white_84@example.com,5843 Main St,Dallas,TX,74711,Canada,2023-07-15,46.0,M,(179)254-4929,56.0,Table,Home,159.37,5.0,796.85,2024-07-30,Debit Card,Pending
10,leo_white_84,Leo,White,leo_white_84@example.com,5843 Main St,Dallas,TX,74711,Canada,2023-07-15,46.0,M,(179)254-4929,57.0,Biography,Books,222.99,4.0,891.96,2024-03-15,Debit Card,Pending
10,leo_white_84,Leo,White,leo_white_84example.com,5843 Main St,Dallas,,74711,Canada,2023-07-15,46.0,M,(179)254-4929,58.0,Toy Car,Toys,306.28,3.0,918.84,2024-10-18,Debit Card,Completed
10,leo_white_84,Leo,White,leo_white_84@example.com,5843 Main St,Dallas,TX,74711,Canada,2023-07-15,46.0,M,(179)254-4929,59.0,Smartphone,,,1.0,,2024-05-17,Cash on Delivery,Pending
11,noah_martin_827,Noah,Martin,noah_martin_827@example.com,2435 Main St,Phoenix,TX,16854,USA,2022-11-24,37.0,M,(279)463-4192,60.0,Toy Car,Toys,156.25,4.0,625.0,2023-04-24,PayPal,Completed
11,noah_martin_827,Noah,Martin,noah_martin_827@example.com,2435 Main St,Phoenix,TX,16854,USA,2022-11-24,37.0,M,(279)463-4192,,Mystery,Books,306.55,4.0,1226.2,2023-05-02,Credit Card,Cancelled
11,noah_martin_827,Noah,Martin,noah_martin_827@example.com,2435 Main St,Phoenix,TX,16854,USA,2022-11-24,37.0,M,(279)463-4192,62.0,Textbook,Books,156.86,4.0,627.44,2024-06-02,Cash on Delivery,Refunded
11,noah_martin_827,Noah ,Martintypo,noah_martin_827@example.com,2435 Main St,Phoenix,TX,16854,USA,2022-11-24,37.0,M,,63.0,Sofa,Home,487.5,5.0,2437.5,2024-04-15,Credit Card,Cancelled
12,mia_thomas_828,Mia,Thomas,mia_thomas_828@example.com,1788 Main St,Charlotte,NY,31091,UK,2020-09-30,19.0,Other,(757)799-2879,64.0,Biography,Books,65.16,5.0,325.8,2021-07-20,Cash on Delivery,Cancelled
12,mia_thomas_828,Mia123,Thomas,mia_thomas_828@example.com,1788 Main St,Charlotte,NY,31091,UK,2020-09-30,19.0,Other,(757)799-2879,65.0,Bed,Home,293.63,5.0,1468.15,2022-03-29,Bank Transfer,Pending
12,mia_thomas_828,Miax,Thomas,,1788 Main St,Charlotte,NY,31091,UK,2020-09-30,19.0,Other,(757)799-2879,,Tablet,Electronics,126.5,5.0,632.5,,PayPal,Completed
12,mia_thomas_828,Mia,Thomas,mia_thomas_828@example.com,1788 Main St,Charlotte,NY,31091,UK,2020-09-30,19.0,Other,(757)799-2879,67.0,Mystery,Books,33.11,1.0,33.11,2022-05-21,PayPal,Cancelled
13,ivy_doe_438,Ivy,Doe,ivy_doe_438@example.com,4982 Main St,San Diego,CA,77917,UK,2022-11-25,54.0,M,(175)208-8545,68.0,Camera,Electronics,375.47,2.0,750.94,2023-09-07,Credit Card,Refunded
13,ivy_doe_438,,Doe,ivy_doe_438@example.com,4982 Main St,San Diego,CA,77917,UK,2022-11-25,54.0,M,(175)208-8545,69.0,Camera,Electronics,217.15,2.0,434.3,2023-06-21,Bank Transfer,Pending
13,ivy_doe_438,Ivyx,Doe,ivy_doe_438@example.com,4982 Main St,San Diego,CA,77917,UK,2022-11-25,54.0,M,(175)208-8545,70.0,Sofa,Home,-274.65,3.0,823.95,2024-05-18,PayPal,Refunded
14,,Bob,Thompson,bob_thompson_536@example.com,8314 Main St,Columbus,NC,54061,Germany,2023-06-24,72.0,F,(704)887-4925,71.0,Pants,Clothing,138.0,,276.0,2024-02-05,Credit Card,Pending
14,bob_thompson_536,Bob,Thompson,invalid_email,8314 Main St,Columbus,NC,54061,Germany,2023-06-24,72.0,F,(704)887-4925,72.0,Sofa,Home,235.35,2.0,470.7,2025-05-24,Cash on Delivery,Pending
14,bob_thompson_536,Bob,Thompson,,8314 Main St,Columbus,NC,54061,Germany,2023-06-24,72.0,F,(704)887-4925,73.0,Biography,Books,331.32,2.0,662.64,2024-01-08,Cash on Delivery,Refunded
15,mia_harris_408,Mia,Harris,mia_harris_408@example.com,6464 Main St,,NC,74624,USA,2020-02-17,69.0,M,(311)944-5261,,,,,,,,,
16,,Katie,Martin,katie_martin_764@example.com,5960 Main St,San Antonio,IL,60417,,2020-08-22,74.0,Other,(601)946-1868,74.0,Toy Car,Toys,212.04,5.0,1060.2,2020-12-29,PayPal,Cancelled
16,katie_martin_764,Katie,Martin,katie_martin_764@example.com,5960 Main St,San Antonio,IL,60417,UK,2020-08-22,74.0,Other,(601)946-1868,75.0,Textbook,Books,139.09,5.0,695.45,2022-03-16,Bank Transfer,Cancelled
17,eve_smith_68,,Smith,eve_smith_68@example.com,7835 Main St,Charlotte,TX,71260,France,2023-09-17,75.0,Other,(916)416-6628,76.0,Mystery,Books,391.44,4.0,1565.76,2025-06-23,PayPal,Completed
17,eve_smith_68,Eve,Smith,eve_smith_68@example.com,7835 Main St,Charlotte,TX,71260,France,2023-09-17,75.0,Other,(916)416-6628,77.0,Tablet,Electronics,393.23,5.0,1966.15,2025-08-22,Credit Card,Cancelled
17,eve_smith_68,Eve,Smith,eve_smith_68@example.com,,Charlotte,TX,71260,France,2023-09-17,75.0,Other,(916)416-6628,78.0,Sci-Fi,Books,487.48,1.0,487.48,2024-01-17,Cash on Delivery,Completed
17,eve_smith_68,Eve,Smith,eve_smith_68@example.com,7835 Main St,Charlotte,TX,71260,France,2023-09-17,75.0,Other,(916)416-6628,79.0,Biography,Books,64.54,1.0,64.54,2025-09-09,PayPal,Refunded
17,,Eve,Smith,,7835 Main St,Charlotte,TX,71260,France,2023-09-17,75.0,Other,(916)416-6628,80.0,Mystery,Books,292.79,5.0,1463.95,2024-07-16,Bank Transfer,Completed
17,eve_smith_68,Eve,Smith,eve_smith_68@example.com,7835 Main St,Charlotte,TX,722,France,2023-09-17,75.0,Other,(916)416-6628,81.0,Textbook,Books,76.66,3.0,229.98,2023-10-01,Debit Card,Completed
17,eve_smith_68,Eve,Smith,eve_smith_68@example.com,7835 Main St,Charlotte,TX,71260,France,2023-09-17,75.0,,(916)416-6628,82.0,Table,Home,265.11,2.0,530.22,2025-06-13,Debit Card,Refunded
17,eve_smith_68,Eve,Smith,eve_smith_68@example.com,7835 Main St,Charlotte,TX,71260,France,2023-09-17,75.0,Other,(916)416-6628,83.0,Chair,Home,468.59,1.0,,2025-04-23,Debit Card,Completed
18,ivy_brown_872,Ivy,Brown,ivy_brown_872@example.com,4163 Main St,Dallas,,90814,USA,2021-03-31,24.0,F,(733)101-4626,,Smartphone,Electronics,251.67,3.0,755.01,2021-10-10,Credit Card,Completed
18,ivy_brown_872,Ivy,Brown,ivy_brown_872@example.com,4163 Main St,Dallas,CA,90814,USA,,,F,(733)101-4626,85.0,Sci-Fi,Books,83.84,5.0,419.2,2022-12-20,PayPal,Completed
18,ivy_brown_872,Ivy,Brown,ivy_brown_872@example.com,4163 Main St,Dallas,CA,90814,USA,2021-03-31,24.0,F,(733)101-4626,86.0,,Electronics,352.55,4.0,1410.2,2023-03-06,Credit Card,Refunded
18,ivy_brown_872,Ivy,Brown,ivy_brown_872@example.com,4163 Main St,Dallas,CA,90814,USA,2021-03-31,24.0,F,(733)101-4626,87.0,Lamp,Home,268.46,4.0,1073.84,2022-09-21,PayPal,Cancelled
19,alice_robinson_26,Alice,Robinson,alice_robinson_26@example.com,5613 Main St,Columbus,TX,656,Germany,2020-09-07,53.0,Other,(528)516-2258,88.0,Headphones,Electronics,402.88,1.0,402.88,2022-06-13,PayPal,Refunded
19,alice_robinson_26,Alice,Robinson,alice_robinson_26@example.com,5613 Main St,Columbus,TX,58971,Germany,2020-09-07,53.0,Other,(528)516-2258,89.0,Textbook,Books,,4.0,1922.52,2020-10-08,Credit Card,Cancelled
19,,Alice,Robinson,alice_robinson_26@example.com,5613 Main St,Columbus,TX,58971,Germany,2020-09-07,53.0,Other,(528)516-2258,90.0,Camera,Electronics,244.65,2.0,489.3,2021-03-08,Cash on Delivery,Pending
19,alice_robinson_26,Alice,Robinson,alice_robinson_26@example.com,5613 Main St,,TX,58971,Germany,2020-09-07,53.0,Other,(528)516-2258,91.0,Toy Car,,280.77,5.0,1403.85,,Cash on Delivery,Pending
20,bob_clark_615,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,92.0,,Electronics,411.09,3.0,1233.27,2025-02-10,PayPal,Completed
20,,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,93.0,Mystery,Books,341.87,5.0,1709.35,2023-11-19,Cash on Delivery,Cancelled
20,bob_clark_615,Bob,Clark,bob_clark_615example.com,6532 Main St,Columbus,,30904,Germany,2023-09-19,37.0,M,(418)371-6510,94.0,Dress,Clothing,459.51,1.0,459.51,2023-11-04,PayPal,Refunded
20,bob_clark_615,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,95.0,Puzzle,Toys,25.33,1.0,,2025-09-08,Bank Transfer,Refunded
20,bob_clark_615,Bob ,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,96.0,Bed,Home,134.92,1.0,134.92,2023-10-19,Credit Card,Completed
20,bob_clark_615,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,97.0,Dress,Clothing,,5.0,865.8,2022-10-23,Debit Card,Refunded
20,bob_clark_615,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,,Germany,2023-09-19,37.0,M,(418)371-6510,98.0,Textbook,Books,64.18,1.0,64.18,2023-11-11,Bank Transfer,Refunded
20,bob_clark_615,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,99.0,Smartphone,Electronics,77.22,5.0,386.1,2025-03-24,Debit Card,Pending
20,bob_clark_615,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,100.0,Textbook,Books,432.52,5.0,2162.6,2024-02-08,Debit Card,Pending
20,,Bob,Clark,bob_clark_615@example.com,6532 Main St,Columbus,OH,30904,Germany,2023-09-19,37.0,M,(418)371-6510,101.0,Pants,Clothing,323.5,2.0,647.0,2025-04-13,PayPal,Cancelled
21,olivia_brown_581,Olivia,Brown,olivia_brown_581@example.com,7207 Main St,Fort Worth,CA,45615,France,2023-06-13,66.0,Other,(474)601-6168,102.0,Toy Car,Toys,70.92,2.0,141.84,2024-11-20,Cash on Delivery,Refunded
21,,Olivia,Brown,olivia_brown_581@example.com,7207 Main St,Fort Worth,CA,45615,France,2023-06-13,66.0,Other,(474)601-6168,103.0,Biography,Books,440.14,3.0,1320.42,,PayPal,Cancelled
21,olivia_brown_581,Olivia,Brown,olivia_brown_581@example.com,7207 Main St,Fort Worth,CA,45615,France,2023-06-13,66.0,Other,(474)601-6168,104.0,Building Blocks,Toys,66.31,4.0,265.24,2023-08-14,Cash on Delivery,Cancelled
21,olivia_brown_581,Olivia,Brown,olivia_brown_581@example.com,7207 Main St,,CA,45615,France,2023-06-13,66.0,Other,(474)601-6168,105.0,Headphones,Electronics,221.18,3.0,663.54,2025-01-25,Bank Transfer,Pending
21,olivia_brown_581,Olivia,Brown,olivia_brown_581@example.com,7207 Main St,Fort Worth,CA,45615,France,2023-06-13,66.0,Other,(474)601-6168,106.0,Jacket,Clothing,162.69,1.0,162.69,2023-11-16,Cash on Delivery,Refunded
21,olivia_brown_581,Olivia,Brown,olivia_brown_581@example.com,7207 Main St,Fort Worth,CA,507,France,2023-06-13,66.0,Other,(474)601-6168,107.0,Building Blocks,Toys,-55.95,2.0,111.9,2023-12-02,Bank Transfer,Refunded
22,quinn_white_920,Quinn,White,quinn_white_920@example.com,1598 Main St,Dallas,OH,88909,UK,2020-07-20,78.0,F,(216)508-4158,108.0,Lamp,Home,469.61,4.0,1878.44,2021-06-18,,Pending
22,quinn_white_920,Quinn,White,quinn_white_920@example.com,1598 Main St,Dallas,,88909,UK,2020-07-20,78.0,F,(216)508-4158,109.0,Pants,Clothing,108.09,2.0,216.18,2021-01-27,Cash on Delivery,Pending
23,ivy_clark_701,Ivy,Clark,ivy_clark_701@example.com,4109 Main St,Dallas,CA,78910,Canada,2023-06-26,31.0,F,(843)204-4356,110.0,Sofa,Home,427.23,3.0,1281.69,2024-09-19,Cash on Delivery,Refunded
23,ivy_clark_701,Ivy,Clark,ivy_clark_701@example.com,4109 Main St,Dallas,CA,,Canada,2023-06-26,31.0,F,(843)204-4356,111.0,Tablet,Electronics,266.0,5.0,1330.0,2024-09-04,PayPal,Completed
23,ivy_clark_701,Ivy,Clark,ivy_clark_701@example.com,4109 Main St,Dallas,CA,78910,Canada,2023-06-26,31.0,F,(843)204-4356,112.0,Table,Home,491.78,5.0,2458.9,2025-03-22,Debit Card,Completed
23,ivy_clark_701,Ivy,Clarktypo,,4109 Main St,,CA,78910,,2023-06-26,31.0,F,(843)204-4356,113.0,Headphones,Electronics,491.35,4.0,1965.4,2024-08-22,Bank Transfer,Refunded
23,ivy_clark_701,Ivy,Clark,ivy_clark_701@example.com,4109 Main St,Dallas,CA,78910,Canada,2023-06-26,31.0,F,(843)204-4356,114.0,Board Game,,169.56,4.0,508.68,2023-11-24,PayPal,Pending
23,ivy_clark_701,Ivy,Clark,ivy_clark_701@example.com,4109 Main St,Dallas,CA,78910,Canada,2023-06-26,31.0,F,(843)204-4356,115.0,Camera,Electronics,354.15,4.0,1416.6,2025-04-22,PayPal,Refunded
23,ivy_clark_701,Ivy,Clark,,4109 Main St,Dallas,CA,78910,Canada,2023-06-26,31.0,F,(843)204-4356,116.0,Novel,Books,163.3,5.0,816.5,2024-03-20,Credit Card,Pending
23,ivy_clark_701,Ivy,Clark,ivy_clark_701@example.com,4109 Main St,Dallas,CA,78910,Canada,2023-06-26,31.0,F,(843)204-4356,,Lamp,Home,321.97,4.0,1287.88,2024-11-07,Cash on Delivery,Completed
23,ivy_clark_701,Ivy,Clark,ivy_clark_701@example.com,4109 Main St,Dallas,CA,78910,Canada,2023-06-26,31.0,F,(843)204-4356,118.0,,Electronics,228.05,2.0,456.1,2022-12-30,PayPal,Completed
24,henry_davis_510,Henry,Davis,henry_davis_510@example.com,3611 Main St,Charlotte,TX,,Germany,2021-01-30,69.0,F,(559)292-8716,119.0,Smartphone,Electronics,222.65,3.0,667.95,2022-11-06,PayPal,Completed
